Uncurated-gene-id	Uncurated-gene-uniprot-id	Uncurated-gene-synonims	Biocyc-gene-sinomys	Pathway-Biocyc-label	Pathway-Biocyc-id	Reaction-Biocyc-label	Reaction-Biocyc-id	EV-COMP-HINF-SEQ-ORTHOLOGY	EV-EXP-IDA-UNPURIFIED-PROTEIN-NH	EV-EXP-IDA-PART-PURIFIED-PROTEIN-HH	EV-EXP-TAS	EV-EXP-IDA-PURIFIED-PROTEIN	EV-AS-TAS	EV-EXP-IDA-PURIFIED-PROTEIN-NH	EV-COMP-HINF-ORTHOLOGY-EXP	EV-EXP-IDA-PURIFIED-PROTEIN-HH	EV-COMP-HINF-FN-FROM-SEQ	EV-COMP-AINF	EV-EXP-IDA-UNPURIFIED-PROTEIN	EV-EXP-IMP	EV-EXP-IMP-REACTION-ENHANCED	EV-EXP-IMP-REACTION-BLOCKED	EV-EXP-IDA-PART-PURIFIED-PROTEIN-NH	EV-EXP-IPI	EV-EXP-IGI-FUNC-COMPLEMENTATION	EV-EXP-IDA	EV-EXP-IDA-UNPURIFIED-PROTEIN-HH
MKNK2	Q9HBH9	['MKNK2', 'GPRK7', 'MNK2']	['MKNK2', 'GPRK7', 'MNK2']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
USP29	Q9HBJ7	['USP29']	['USP29']			3.4.19.12-RXN	3.4.19.12-RXN																				
GDPD2	Q9HCC8	['GDPD2', 'GDE3', 'OBDPF', 'UNQ1935/PRO4418']	['GDPD2', 'GDE3', 'OBDPF', 'UNQ1935/PRO4418']			GLYCPDIESTER-RXN	GLYCPDIESTER-RXN																				
CSNK1G1	Q9HCP0	['CSNK1G1']	['CSNK1G1']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
PTPRH	Q9HD43	['PTPRH', 'SAP1']	['PTPRH', 'SAP1']			PROTEIN-TYROSINE-PHOSPHATASE-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN																				
A4GALT	Q9NPC4	['A4GALT', 'A14GALT', 'A4GALT1']	['A4GALT', 'A14GALT', 'A4GALT1']	super pathway of glycosphingolipids biosynthesis,globo-series glycosphingolipids biosynthesis	PWY-7835,PWY-7838	2.4.1.228-RXN	2.4.1.228-RXN																		2.4.1.228-RXN		
ACP6	Q9NPH0	['ACP6', 'ACPL1', 'LPAP', 'UNQ205/PRO231']	['ACP6', 'ACPL1', 'LPAP', 'UNQ205/PRO231']			ACID-PHOSPHATASE-RXN	ACID-PHOSPHATASE-RXN																				
XPNPEP3	Q9NQH7	['XPNPEP3']	['XPNPEP3']			3.4.11.1-RXN	3.4.11.1-RXN																				
XPNPEP1	Q9NQW7	['XPNPEP1', 'XPNPEPL', 'XPNPEPL1']	['XPNPEP1', 'XPNPEPL', 'XPNPEPL1']			3.4.11.1-RXN	3.4.11.1-RXN																				
CNGB3	Q9NQW8	['CNGB3']	['CNGB3', 'ACHM3']			TRANS-RXN66-557,TRANS-RXN66-559,TRANS-RXN66-1153	TRANS-RXN66-557,TRANS-RXN66-559,TRANS-RXN66-1153											TRANS-RXN66-557,TRANS-RXN66-559,TRANS-RXN66-1153									
PRDM6	Q9NQX0	['PRDM6', 'PFM3']	['PRDM6', 'PFM3']			HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN	HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN																				
DYRK4	Q9NR20	['DYRK4']	['DYRK4']			2.7.11.18-RXN,2.7.11.2-RXN,2.7.12.1-RXN	2.7.11.18-RXN,2.7.11.2-RXN,2.7.12.1-RXN																				
PARP11	Q9NR21	['PARP11', 'C12orf6']	['PARP11', 'C12orf6']			NAD+-ADP-RIBOSYLTRANSFERASE-RXN	NAD+-ADP-RIBOSYLTRANSFERASE-RXN																				
SNRK	Q9NRH2	['SNRK', 'KIAA0096', 'SNFRK']	['SNRK', 'KIAA0096', 'SNFRK']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
PAPOLB	Q9NRJ5	['PAPOLB', 'PAPT']	['PAPOLB', 'PAPT']			POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN																				
STRN4	Q9NRL3	['STRN4', 'ZIN']	['RNF216', 'TRIAD3', 'UBCE7IP1', 'ZIN']	protein ubiquitylation	PWY-7511	RXN-15561	RXN-15561																				
OSTC	Q9NRP0	['OSTC', 'DC2', 'HDCMD45P', 'HSPC307']	['MOGAT1', 'DC2', 'DGAT2L1']	triacylglycerol biosynthesis	TRIGLSYN-PWY	2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN,DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN,DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN																				
STK36	Q9NRP7	['STK36', 'KIAA1278']	['STK36', 'KIAA1278']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
DUSP22	Q9NRW4	['DUSP22', 'JSP1', 'LMWDSP2', 'MKPX']	['DUSP22', 'JSP1', 'MKPX']			PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN																				
PHPT1	Q9NRX4	['PHPT1', 'PHP14', 'CGI-202', 'HSPC141']	['PHPT1', 'CGI-202', 'HSPC141', 'PHP14']			RXN-17133,RXN-17131,RXN-17132	RXN-17133,RXN-17131,RXN-17132									RXN-17133,RXN-17131,RXN-17132											
GKN1	Q9NS71	['GKN1', 'AMP18', 'CA11', 'UNQ489/PRO1005']	['CA11', 'CARP2', 'UNQ211/PRO237']			CARBODEHYDRAT-RXN,RXN0-5224	CARBODEHYDRAT-RXN,RXN0-5224																				
CA10	Q9NS85	['CA10', 'hucep-15', 'UNQ533/PRO1076']	['CA10', 'hucep-15', 'UNQ533/PRO1076']			CARBODEHYDRAT-RXN,RXN0-5224	CARBODEHYDRAT-RXN,RXN0-5224																				
BMP2K	Q9NSY1	['BMP2K', 'BIKE', 'HRIHFB2017']	['BMP2K', 'BIKE', 'HRIHFB2017']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
ECHDC1	Q9NTX5	['ECHDC1']	['ECHDC1']			RXN-13029,METHYLMALONYL-COA-DECARBOXYLASE-RXN	RXN-13029,METHYLMALONYL-COA-DECARBOXYLASE-RXN																			RXN-13029,METHYLMALONYL-COA-DECARBOXYLASE-RXN	
SLC39A9	Q9NUM3	['SLC39A9', 'ZIP9', 'UNQ714/PRO1377']	['SLC39A9', 'UNQ714/PRO1377', 'ZIP9']			zinc plasma membrane transport	TRANS-RXN66-565											TRANS-RXN66-565									
USP40	Q9NVE5	['USP40']	['USP40']			3.4.19.12-RXN	3.4.19.12-RXN																				
MTPAP	Q9NVV4	['MTPAP', 'PAPD1']	['MTPAP', 'PAPD1']			POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN																				
OXSM	Q9NWU1	['OXSM']	['OXSM']	palmitate biosynthesis	PWY-5994	RXN-10654,3-oxo-stearoyl-[acyl-carrier protein] synthase,RXN1G-460,RXN-9654,RXN-9653,RXN-9652,RXN-9651,RXN-9650,RXN-9648,2.3.1.41-RXN	RXN-10654,RXN-9632,RXN1G-460,RXN-9654,RXN-9653,RXN-9652,RXN-9651,RXN-9650,RXN-9648,2.3.1.41-RXN					RXN-9654,RXN-9653,RXN-9652,RXN-9651,RXN-9650,RXN-9648															
RHBDL2	Q9NX52	['RHBDL2']	['RHBDL2', 'MGC16997', 'FLJ20435', 'RRP2']			3.4.21.105-RXN	3.4.21.105-RXN																				
PGPEP1	Q9NXJ5	['PGPEP1', 'PGPI']	['PGPEP1', 'PGPI']	5-oxo-L-proline metabolism	PWY-7942	PYROGLUTAMYL-PEPTIDASE-I-RXN	PYROGLUTAMYL-PEPTIDASE-I-RXN									PYROGLUTAMYL-PEPTIDASE-I-RXN											
ALKBH4	Q9NXW9	['ALKBH4', 'ABH4']	['ALKBH4']			RXN-12353,RXN0-984,RXN0-985,RXN0-986	RXN-12353,RXN0-984,RXN0-985,RXN0-986																				
DPP3	Q9NY33	['DPP3']	['DPP3']			3.4.14.4-RXN	3.4.14.4-RXN																				
STK32B	Q9NY57	['STK32B', 'YANK2', 'UNQ3003/PRO9744']	['STK32B', 'UNQ3003/PRO9744']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
ZAK	Q9NYL2	['ZAK', 'MLTK', 'HCCS4']	['MLTK', 'HCCS4', 'ZAK']			2.7.11.25-RXN	2.7.11.25-RXN																				
FKBP11	Q9NYL4	['FKBP11', 'FKBP19', 'UNQ336/PRO535']	['FKBP11', 'FKBP19', 'UNQ336/PRO535']			PEPTIDYLPROLYL-ISOMERASE-RXN	PEPTIDYLPROLYL-ISOMERASE-RXN																				
MARK1	Q9P0L2	['MARK1', 'KIAA1477', 'MARK']	['MARK1', 'KIAA1477', 'MARK']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
PPP4R1L	Q9P1A2	['PPP4R1L', 'C20orf192', 'PRO1085']	['PPP4R1L', 'PRO1085', 'C20orf192', 'bA196N14.4', 'bA196N14.5']			3.1.3.16-RXN	3.1.3.16-RXN																				
PIM2	Q9P1W9	['PIM2']	['PIM2']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
USP36	Q9P275	['USP36', 'KIAA1453']	['USP36', 'KIAA1453']			3.4.19.12-RXN	3.4.19.12-RXN																				
USP35	Q9P2H5	['USP35', 'KIAA1372', 'USP34']	['USP35', 'KIAA1372', 'USP34']			3.4.19.12-RXN	3.4.19.12-RXN																				
EIF2AK4	Q9P2K8	['EIF2AK4', 'GCN2', 'KIAA1338']	['EIF2AK4', 'GCN2', 'KIAA1338']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
LRIT1	Q9P2V4	['LRIT1', 'LRRC21', 'PAL']	['PAM', 'PHM', 'PAL']			PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN,PEPTIDYLGLYCINE-MONOOXYGENASE-RXN	PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN,PEPTIDYLGLYCINE-MONOOXYGENASE-RXN																				
HECA	Q9UBI9	['HECA', 'HDC']	['HDC']	histamine biosynthesis	PWY-6173	HISTIDINE-DECARBOXYLASE-RXN	HISTIDINE-DECARBOXYLASE-RXN															HISTIDINE-DECARBOXYLASE-RXN					
SPAST	Q9UBP0	['SPAST', 'ADPSP', 'FSP2', 'KIAA1083', 'SPG4']	['SPAST', 'ADPSP', 'FSP2', 'KIAA1083', 'SPG4']			3.6.4.3-RXN	3.6.4.3-RXN																				
APEX2	Q9UBZ4	['APEX2', 'APE2', 'APEXL2', 'XTH2']	['APEX2', 'APEXL2', 'XTH2', 'APE2']			RXN0-2601,4.2.99.18-RXN	RXN0-2601,4.2.99.18-RXN																				
STK17A	Q9UEE5	['STK17A', 'DRAK1']	['STK17A', 'DRAK1']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
STK39	Q9UEW8	['STK39', 'SPAK']	['STK39', 'SPAK']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
PCYOX1	Q9UHG3	['PCYOX1', 'KIAA0908', 'PCL1', 'UNQ597/PRO1183']	['PCYOX1', 'KIAA0908', 'PCL1', 'UNQ597/PRO1183']			RXN-11623,1.8.3.5-RXN	RXN-11623,1.8.3.5-RXN																				
LGALS13	Q9UHV8	['LGALS13', 'PLAC8']	['LGALS13', 'PLAC8']			LYSOPHOSPHOLIPASE-RXN	LYSOPHOSPHOLIPASE-RXN																				
RABAC1	Q9UI14	['RABAC1', 'PRA1', 'PRAF1']	['POLR1E', 'PAF53', 'PRAF1']			DNA-DIRECTED-RNA-POLYMERASE-RXN	DNA-DIRECTED-RNA-POLYMERASE-RXN																				
CPA4	Q9UI42	['CPA4', 'CPA3', 'UNQ694/PRO1339']	['CPA3']			CARBOXYPEPTIDASE-A-RXN	CARBOXYPEPTIDASE-A-RXN																				
DUSP13	Q9UII6	['DUSP13', 'DUSP13B', 'TMDP']	['DUSP13', 'TMDP']			PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN																				
TMEFF2	Q9UIK5	['TMEFF2', 'HPP1', 'TENB2', 'TPEF', 'UNQ178/PRO204']	['NAE1', 'APPBP1', 'HPP1']	protein neddylation	PWY-7899	RXN-18742	RXN-18742									RXN-18742											
NAGPA	Q9UK23	['NAGPA']	['NAGPA', 'UCE']			3.1.4.45-RXN	3.1.4.45-RXN																				
TLK1	Q9UKI8	['TLK1', 'KIAA0137']	['TLK1', 'KIAA0137']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
TRHDE	Q9UKU6	['TRHDE', 'UNQ2507/PRO5995']	['TRHDE', 'UNQ2507/PRO5995']			RXN-19147	RXN-19147																				
TMPRSS11E	Q9UL52	['TMPRSS11E', 'DESC1', 'TMPRSS11E2', 'UNQ742/PRO1461']	['TMPRSS11E']			RXN0-5103,3.4.21.92-RXN,3.4.21.53-RXN	RXN0-5103,3.4.21.92-RXN,3.4.21.53-RXN																				
TAOK2	Q9UL54	['TAOK2', 'KIAA0881', 'MAP3K17', 'PSK', 'PSK1', 'UNQ2971/PRO7431']	['TAOK2', 'KIAA0881', 'MAP3K17', 'PSK', 'PSK1', 'UNQ2971/PRO7431']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
DNPEP	Q9ULA0	['DNPEP', 'ASPEP', 'DAP']	['DNPEP', 'ASPEP', '2,6-diaminopyridine']			3.4.11.21-RXN	3.4.11.21-RXN																				
MCTS1	Q9ULC4	['MCTS1', 'MCT1']	['SLC16A1', 'MCT1']			proton coupled beta-hydroxybutyrate plasma membrane transport,proton dependent acetoacetate plasma membrane transport,proton dependent pyruvate plasma membrane transport,proton coupled lactate plasma membrane transport,proton coupled acetate plasma membrane transport,TRANS-RXN66-1097	RXN66-443,RXN66-442,RXN66-441,RXN66-440,RXN66-444,TRANS-RXN66-1097																				
PADI1	Q9ULC6	['PADI1', 'PAD1', 'PDI1']	['PADI1', 'PDI1']	protein citrullination	PWY-4921	PROTEIN-ARGININE-DEIMINASE-RXN	PROTEIN-ARGININE-DEIMINASE-RXN										PROTEIN-ARGININE-DEIMINASE-RXN										
PPM1H	Q9ULR3	['PPM1H', 'ARHCL1', 'KIAA1157', 'URCC2']	['PPM1H', 'ARHCL1', 'KIAA1157']			3.1.3.16-RXN	3.1.3.16-RXN																				
PADI3	Q9ULW8	['PADI3', 'PAD3', 'PDI3']	['PADI3', 'PDI3']	protein citrullination	PWY-4921	PROTEIN-ARGININE-DEIMINASE-RXN	PROTEIN-ARGININE-DEIMINASE-RXN										PROTEIN-ARGININE-DEIMINASE-RXN										
PADI4	Q9UM07	['PADI4', 'PAD4', 'PADI5', 'PDI5']	['PADI4', 'PADI5', 'PDI5']	protein citrullination	PWY-4921	PROTEIN-ARGININE-DEIMINASE-RXN	PROTEIN-ARGININE-DEIMINASE-RXN										PROTEIN-ARGININE-DEIMINASE-RXN										
DDX19B	Q9UMR2	['DDX19B', 'DBP5', 'DDX19', 'TDBP']	['DDX19B', 'DBP5', 'DDX19']			RXN-11109	RXN-11109																				
PTPRQ	Q9UMZ3	['PTPRQ']	['PTPRR', 'PTPRQ', 'ECPTP']			PROTEIN-TYROSINE-PHOSPHATASE-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN																				
CELA1	Q9UNI1	['CELA1', 'ELA1']	['CELA1', 'ELA1']			3.4.21.36-RXN	3.4.21.36-RXN																				
DUSP12	Q9UNI6	['DUSP12']	['DUSP12', 'DUSP1', 'YVH1']			PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN																				
SRPK3	Q9UPE1	['SRPK3', 'MSSK1', 'STK23']	['STK23', 'MSSK1']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
ICK	Q9UPZ9	['ICK', 'KIAA0936']	['ICK', 'KIAA0936']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
MOK	Q9UQ07	['MOK', 'RAGE', 'RAGE1']	['RAGE', 'MOK', 'RAGE1']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
DHDH	Q9UQ10	['DHDH', '2DD']	['DHDH', '2DD']			D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN,1.3.1.20-RXN	D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN,1.3.1.20-RXN																				
AURKC	Q9UQB9	['AURKC', 'AIE2', 'AIK3', 'AIRK3', 'ARK3', 'STK13']	['AURKC', 'AIE2', 'AIK3', 'STK13']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
NAALADL1	Q9UQQ1	['NAALADL1', 'NAALADASEL', 'NAALADL']	['NAALADL1', 'NAALADASEL', 'NAALADL']			3.4.17.21-RXN	3.4.17.21-RXN																				
ENTPD4	Q9Y227	['ENTPD4', 'KIAA0392', 'LALP70', 'LYSAL1']	['ENTPD4', 'KIAA0392', 'LALP70', 'LYSAL1']	pyrimidine deoxyribonucleotides biosynthesis from CTP	PWY-7210	RXN-12198,RXN-10862,RXN-14187,RXN-12197,NUCLEOSIDE-DIPHOSPHATASE-RXN	RXN-12198,RXN-10862,RXN-14187,RXN-12197,NUCLEOSIDE-DIPHOSPHATASE-RXN																				
FUT9	Q9Y231	['FUT9']	['FUT9', 'Fuc-TIX']	biosynthesis of ABH and Lewis epitopes from type 2 precursor disaccharide	PWY-7831	RXN-18249,GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	RXN-18249,GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN									RXN-18249						GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN					
CDYL	Q9Y232	['CDYL', 'CDYL1']	['CDYL', 'CDYL1']			HISTONE-ACETYLTRANSFERASE-RXN	HISTONE-ACETYLTRANSFERASE-RXN										HISTONE-ACETYLTRANSFERASE-RXN										
PIN4	Q9Y237	['PIN4']	['PIN4', 'PAR14', 'EPVH']			PEPTIDYLPROLYL-ISOMERASE-RXN	PEPTIDYLPROLYL-ISOMERASE-RXN																				
PLAA	Q9Y263	['PLAA', 'PLAP']	['ALPP', 'PLAP']			ALKAPHOSPHA-RXN	ALKAPHOSPHA-RXN																				
CNPY2	Q9Y2B0	['CNPY2', 'MSAP', 'TMEM4', 'ZSIG9', 'UNQ1943/PRO4426']	['MTAP', 'G-862', 'MSAP']	methionine salvage cycle III,S-methyl-5'-thioadenosine degradation	PWY-7527,PWY-6756	5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN					5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN															
TMEM5	Q9Y2B1	['TMEM5']	['TMEM5', 'HP10481']	alpha-dystroglycan glycosylation	PWY-7981	RXN-19402	RXN-19402									RXN-19402											
B3GALT5	Q9Y2C3	['B3GALT5']	['B3GALT5']	lacto-series glycosphingolipids biosynthesis,biosynthesis of ABH and Lewis epitopes from type 1 precursor disaccharide,super pathway of glycosphingolipids biosynthesis,globo-series glycosphingolipids biosynthesis	PWY-7839,PWY-7832,PWY-7835,PWY-7838	2.4.1.86-RXN,RXN-18259,RXN-18298	2.4.1.86-RXN,RXN-18259,RXN-18298																		2.4.1.86-RXN,RXN-18259,RXN-18298		
STK38L	Q9Y2H1	['STK38L', 'KIAA0965', 'NDR2']	['STK38L', 'KIAA0965', 'NDR2']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
MAST1	Q9Y2H9	['MAST1', 'KIAA0973', 'SAST']	['MAST1', 'KIAA0973']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
PADI2	Q9Y2J8	['PADI2', 'KIAA0994', 'PAD2', 'PDI2']	['PADI2', 'KIAA0994', 'PDI2']	protein citrullination	PWY-4921	PROTEIN-ARGININE-DEIMINASE-RXN	PROTEIN-ARGININE-DEIMINASE-RXN										PROTEIN-ARGININE-DEIMINASE-RXN										
SIK3	Q9Y2K2	['SIK3', 'KIAA0999', 'QSK', 'L19']	['QSK', 'KIAA0999', 'L19', 'SIK3']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
PTPN22	Q9Y2R2	['PTPN22', 'PTPN8']	['PTPN22', 'PTPN8']			PROTEIN-TYROSINE-PHOSPHATASE-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN																				
POLDIP2	Q9Y2S7	['POLDIP2', 'PDIP38', 'POLD4', 'HSPC017']	['POLD4', 'POLDS']			DNA-DIRECTED-DNA-POLYMERASE-RXN,RXN0-4961	DNA-DIRECTED-DNA-POLYMERASE-RXN,RXN0-4961																				
MAP3K2	Q9Y2U5	['MAP3K2', 'MAPKKK2', 'MEKK2']	['MAP3K2', 'MAPKKK2', 'MEKK2']			2.7.11.25-RXN	2.7.11.25-RXN																				
REXO2	Q9Y3B8	['REXO2', 'SFN', 'SMFN', 'CGI-114']	['REXO2', 'CGI-114', 'SFN', 'SMFN']			3.1.13.3-RXN	3.1.13.3-RXN																				
KNSTRN	Q9Y448	['KNSTRN', 'C15orf23', 'SKAP', 'TRAF4AF1', 'HSD11']	['HSD11B1', 'HSD11', 'HSD11L']			11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN																				
DYRK1B	Q9Y463	['DYRK1B', 'MIRK']	['DYRK1B', 'MIRK']			2.7.11.18-RXN,2.7.11.2-RXN,2.7.12.1-RXN	2.7.11.18-RXN,2.7.11.2-RXN,2.7.12.1-RXN																				
RAD54L2	Q9Y4B4	['RAD54L2', 'ARIP4', 'KIAA0809']	['RAD54L2', 'ARIP4', 'KIAA0809']			RXN0-4261	RXN0-4261																				
DTNA	Q9Y4J8	['DTNA', 'DRP3']	['DPYSL3', 'CRMP4', 'DRP3', 'ULIP']			RXN-11217	RXN-11217																				
AIM1	Q9Y4K1	['AIM1', 'CRYBG1']	['AURKB', 'AIK2', 'AIM1', 'ARK2', 'STK12']			2.7.10.1-RXN,2.7.11.2-RXN,PROTEIN-KINASE-RXN	2.7.10.1-RXN,2.7.11.2-RXN,PROTEIN-KINASE-RXN																				
MAP4K5	Q9Y4K4	['MAP4K5']	['MAP4K5', 'MAPKKKK5', 'KHS1', 'GCKR', 'KHS']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
PPIAL4A	Q9Y536	['PPIAL4A', 'COAS2', 'PPIAL4B']	['PPIAL4A', 'PPIAL4B', 'COAS2']			PEPTIDYLPROLYL-ISOMERASE-RXN	PEPTIDYLPROLYL-ISOMERASE-RXN																				
CDC42BPB	Q9Y5S2	['CDC42BPB', 'KIAA1124']	['CDC42BPB', 'KIAA1124']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
BACE2	Q9Y5Z0	['BACE2', 'AEPLC', 'ALP56', 'ASP21', 'CDA13', 'UNQ418/PRO852']	['BACE2', 'AEPLC', 'ALP56', 'ASP21', 'CDA13', 'UNQ418/PRO852']			RXN-11701	RXN-11701																				RXN-11701
B3GALT1	Q9Y5Z6	['B3GALT1']	['B3GALT1']	super pathway of glycosphingolipids biosynthesis,lacto-series glycosphingolipids biosynthesis,biosynthesis of ABH and Lewis epitopes from type 1 precursor disaccharide	PWY-7835,PWY-7839,PWY-7832	2.4.1.86-RXN,RXN-18259	2.4.1.86-RXN,RXN-18259																		2.4.1.86-RXN,RXN-18259		
FKBP7	Q9Y680	['FKBP7', 'FKBP23', 'UNQ670/PRO1304']	['FKBP7', 'FKBP23', 'UNQ670/PRO1304']			PEPTIDYLPROLYL-ISOMERASE-RXN	PEPTIDYLPROLYL-ISOMERASE-RXN																				
PARP3	Q9Y6F1	['PARP3', 'ADPRT3', 'ADPRTL3']	['PARP3', 'ADPRT3', 'ADPRTL3']			NAD+-ADP-RIBOSYLTRANSFERASE-RXN	NAD+-ADP-RIBOSYLTRANSFERASE-RXN																				
CDY2A	Q9Y6F7	['CDY2A', 'CDY2;', 'CDY2B']	['CDY2A', 'HS05312', 'CDY']			HISTONE-ACETYLTRANSFERASE-RXN	HISTONE-ACETYLTRANSFERASE-RXN										HISTONE-ACETYLTRANSFERASE-RXN										
CDY1	Q9Y6F8	['CDY1', 'CDY1A;', 'CDY1B']	['CDY1', 'HS10499', 'CDY']			HISTONE-ACETYLTRANSFERASE-RXN	HISTONE-ACETYLTRANSFERASE-RXN										HISTONE-ACETYLTRANSFERASE-RXN										
ERVK-6	Q9Y6I0	['ERVK-6', 'ERVK6']	['ERVK6']			3.1.26.4-RXN,3.4.24.55-RXN,3.4.21.83-RXN,3.4.21.92-RXN,3.4.21.87-RXN	3.1.26.4-RXN,3.4.24.55-RXN,3.4.21.83-RXN,3.4.21.92-RXN,3.4.21.87-RXN																				
STYXL1	Q9Y6J8	['STYXL1', 'DUSP24', 'MKSTYX']	['DUSP26', 'DUSP24', 'LDP4', 'MKP8', 'NATA1', 'SKRP3']			PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN,3.1.3.16-RXN																				
CSNK1G3	Q9Y6M4	['CSNK1G3']	['CSNK1G3']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
MAP3K4	Q9Y6R4	['MAP3K4', 'KIAA0213', 'MAPKKK4', 'MEKK4', 'MTK1']	['MAP3K4', 'KIAA0213', 'MAPKKK4', 'MEKK4', 'MTK1']			2.7.11.25-RXN	2.7.11.25-RXN																				
RPS6KL1	Q9Y6S9	['RPS6KL1']	['RPS6KL1', 'MGC11287']			PROTEIN-KINASE-RXN	PROTEIN-KINASE-RXN																				
ZHX2	Q9Y6X8	['ZHX2', 'AFR1', 'KIAA0854', 'RAF']	['RAF1', 'RAF']	MAP kinase cascade	PWY66-14	RXN66-55,PROTEIN-KINASE-RXN	RXN66-55,PROTEIN-KINASE-RXN																				
IVNS1ABP	Q9Y6Y0	['IVNS1ABP', 'ARA3', 'FLARA3', 'KIAA0850', 'NS1', 'NS1BP', 'HSPC068']	['PTPN11', 'SH-PTP3', 'SH-PTP2', 'PTP-1D', 'SHP-2', 'PTP2C', 'BPTP3', 'SHP2', 'NS1', 'CFC']			PROTEIN-TYROSINE-PHOSPHATASE-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN																				
NUDT14	O95848	['NUDT14', 'UGPP']	['NUDT14', 'UGPP']			UDPSUGARHYDRO-RXN	UDPSUGARHYDRO-RXN																				
